Name,Alexander (vector)
11a_188,{0; 6; 2; -9; 15; -15; 15; -9; 2}
11a_189,{0; 8; 1; -6; 17; -31; 39; -31; 17; -6; 1}
11a_190,{0; 6; 2; -9; 19; -25; 19; -9; 2}
11a_191,{0; 6; 4; -11; 17; -19; 17; -11; 4}
11a_192,{0; 4; 8; -24; 33; -24; 8}
11a_193,{0; 6; 2; -10; 22; -27; 22; -10; 2}
11a_194,{0; 8; 1; -5; 12; -18; 21; -18; 12; -5; 1}
11a_195,{0; 4; 3; -13; 21; -13; 3}
11a_196,{0; 8; 1; -6; 17; -31; 37; -31; 17; -6; 1}
11a_197,{0; 6; 3; -14; 33; -43; 33; -14; 3}
11a_198,{0; 6; 2; -11; 27; -35; 27; -11; 2}
11a_199,{0; 6; 2; -11; 23; -27; 23; -11; 2}
11a_200,{0; 4; 7; -21; 29; -21; 7}
11a_201,{0; 4; 4; -20; 33; -20; 4}
11a_202,{0; 6; 2; -12; 26; -31; 26; -12; 2}
11a_203,{0; 8; 1; -5; 9; -11; 11; -11; 9; -5; 1}
11a_204,{0; 6; 2; -11; 23; -29; 23; -11; 2}
11a_205,{0; 6; 2; -10; 21; -25; 21; -10; 2}
11a_206,{0; 8; 1; -5; 7; -7; 7; -7; 7; -5; 1}
11a_207,{0; 6; 2; -11; 19; -21; 19; -11; 2}
11a_208,{0; 6; 2; -12; 24; -29; 24; -12; 2}
11a_209,{0; 6; 1; -10; 34; -51; 34; -10; 1}
11a_210,{0; 4; 4; -18; 29; -18; 4}
11a_211,{0; 4; 3; -17; 27; -17; 3}
11a_212,{0; 6; 3; -16; 35; -45; 35; -16; 3}
11a_213,{0; 6; 3; -16; 33; -41; 33; -16; 3}
11a_214,{0; 4; 3; -17; 29; -17; 3}
11a_215,{0; 8; 1; -6; 17; -27; 31; -27; 17; -6; 1}
11a_216,{0; 8; 1; -6; 17; -31; 37; -31; 17; -6; 1}
11a_217,{0; 8; 1; -6; 16; -29; 35; -29; 16; -6; 1}
11a_218,{0; 6; 1; -10; 32; -45; 32; -10; 1}
11a_219,{0; 4; 4; -22; 35; -22; 4}
11a_220,{0; 6; 2; -10; 19; -23; 19; -10; 2}
11a_221,{0; 8; 1; -5; 10; -15; 17; -15; 10; -5; 1}
11a_222,{0; 6; 2; -11; 23; -29; 23; -11; 2}
11a_223,{0; 8; 1; -5; 10; -14; 15; -14; 10; -5; 1}
11a_224,{0; 6; 2; -10; 20; -25; 20; -10; 2}
11a_225,{0; 6; 2; -8; 11; -11; 11; -8; 2}
11a_226,{0; 4; 4; -18; 27; -18; 4}
11a_227,{0; 6; 5; -17; 31; -37; 31; -17; 5}
11a_228,{0; 6; 1; -10; 32; -47; 32; -10; 1}
11a_229,{0; 4; 4; -18; 27; -18; 4}
11a_230,{0; 4; 3; -13; 19; -13; 3}
11a_231,{0; 8; 1; -5; 12; -20; 23; -20; 12; -5; 1}
11a_232,{0; 8; 1; -5; 14; -26; 31; -26; 14; -5; 1}
11a_233,{0; 8; 1; -6; 19; -37; 47; -37; 19; -6; 1}
11a_234,{0; 8; 2; -4; 5; -5; 5; -5; 5; -4; 2}
11a_235,{0; 6; 4; -10; 14; -15; 14; -10; 4}
11a_236,{0; 6; 4; -12; 21; -25; 21; -12; 4}
11a_237,{0; 4; 8; -23; 31; -23; 8}
11a_238,{0; 4; 6; -16; 21; -16; 6}
11a_239,{0; 8; 1; -7; 22; -42; 51; -42; 22; -7; 1}
11a_240,{0; 8; 2; -5; 8; -10; 11; -10; 8; -5; 2}
11a_241,{0; 6; 4; -12; 20; -23; 20; -12; 4}
11a_242,{0; 6; 3; -7; 9; -9; 9; -7; 3}
11a_243,{0; 4; 6; -17; 23; -17; 6}
11a_244,{0; 6; 5; -17; 32; -39; 32; -17; 5}
11a_245,{0; 6; 3; -9; 16; -19; 16; -9; 3}
11a_246,{0; 4; 4; -10; 13; -10; 4}
11a_247,{0; 2; 5; -9; 5}
11a_248,{0; 8; 1; -6; 18; -34; 41; -34; 18; -6; 1}
11a_249,{0; 6; 2; -11; 27; -37; 27; -11; 2}
11a_250,{0; 8; 1; -5; 11; -16; 19; -16; 11; -5; 1}
11a_251,{0; 8; 1; -6; 16; -27; 33; -27; 16; -6; 1}
11a_252,{0; 8; 1; -6; 16; -27; 31; -27; 16; -6; 1}
11a_253,{0; 8; 1; -6; 16; -27; 33; -27; 16; -6; 1}
11a_254,{0; 8; 1; -6; 16; -27; 31; -27; 16; -6; 1}
11a_255,{0; 8; 1; -6; 17; -30; 35; -30; 17; -6; 1}
11a_256,{0; 6; 2; -12; 31; -43; 31; -12; 2}
11a_257,{0; 8; 1; -5; 12; -19; 23; -19; 12; -5; 1}
11a_258,{0; 6; 2; -9; 17; -19; 17; -9; 2}
11a_259,{0; 8; 1; -5; 10; -15; 17; -15; 10; -5; 1}
11a_260,{0; 6; 2; -9; 15; -17; 15; -9; 2}
11a_261,{0; 8; 1; -6; 16; -26; 31; -26; 16; -6; 1}
11a_262,{0; 6; 2; -11; 25; -31; 25; -11; 2}
11a_263,{0; 8; 2; -6; 11; -14; 15; -14; 11; -6; 2}
11a_264,{0; 8; 1; -6; 16; -28; 33; -28; 16; -6; 1}
11a_265,{0; 6; 2; -11; 25; -33; 25; -11; 2}
11a_266,{0; 8; 1; -7; 23; -45; 57; -45; 23; -7; 1}
11a_267,{0; 8; 1; -7; 22; -41; 49; -41; 22; -7; 1}
11a_268,{0; 8; 1; -6; 17; -29; 33; -29; 17; -6; 1}
11a_269,{0; 8; 1; -6; 18; -32; 37; -32; 18; -6; 1}
11a_270,{0; 6; 2; -12; 32; -45; 32; -12; 2}
11a_271,{0; 6; 3; -17; 40; -51; 40; -17; 3}
11a_272,{0; 6; 2; -13; 35; -49; 35; -13; 2}
11a_273,{0; 6; 3; -16; 37; -47; 37; -16; 3}
11a_274,{0; 8; 1; -6; 18; -35; 45; -35; 18; -6; 1}
11a_275,{0; 6; 3; -15; 29; -35; 29; -15; 3}
11a_276,{0; 6; 3; -17; 37; -47; 37; -17; 3}
11a_277,{0; 8; 1; -6; 17; -28; 31; -28; 17; -6; 1}
11a_278,{0; 6; 2; -12; 33; -47; 33; -12; 2}
11a_279,{0; 6; 3; -12; 20; -21; 20; -12; 3}
11a_280,{0; 4; 6; -26; 41; -26; 6}
11a_281,{0; 8; 1; -6; 18; -33; 39; -33; 18; -6; 1}
11a_282,{0; 8; 1; -6; 16; -26; 29; -26; 16; -6; 1}
11a_283,{0; 6; 3; -15; 34; -43; 34; -15; 3}
11a_284,{0; 8; 1; -7; 21; -38; 45; -38; 21; -7; 1}
11a_285,{0; 6; 2; -14; 38; -53; 38; -14; 2}
11a_286,{0; 8; 1; -6; 17; -31; 37; -31; 17; -6; 1}
11a_287,{0; 8; 1; -7; 21; -38; 47; -38; 21; -7; 1}
11a_288,{0; 8; 1; -7; 23; -44; 55; -44; 23; -7; 1}
11a_289,{0; 8; 1; -6; 17; -30; 37; -30; 17; -6; 1}
11a_290,{0; 6; 3; -15; 32; -41; 32; -15; 3}
11a_291,{0; 6; 5; -14; 20; -21; 20; -14; 5}
11a_292,{0; 4; 10; -32; 45; -32; 10}
11a_293,{0; 8; 1; -5; 12; -15; 15; -15; 12; -5; 1}
11a_294,{0; 6; 2; -11; 29; -39; 29; -11; 2}
11a_295,{0; 6; 3; -14; 24; -27; 24; -14; 3}
11a_296,{0; 4; 6; -28; 43; -28; 6}
11a_297,{0; 6; 2; -15; 42; -57; 42; -15; 2}
11a_298,{0; 6; 5; -16; 28; -33; 28; -16; 5}
11a_299,{0; 4; 8; -24; 33; -24; 8}
11a_300,{0; 8; 1; -6; 17; -32; 41; -32; 17; -6; 1}
11a_301,{0; 8; 1; -7; 22; -43; 53; -43; 22; -7; 1}
11a_302,{0; 8; 1; -7; 20; -33; 39; -33; 20; -7; 1}
11a_303,{0; 6; 3; -15; 34; -45; 34; -15; 3}
11a_304,{0; 6; 3; -14; 26; -31; 26; -14; 3}
11a_305,{0; 8; 1; -6; 16; -28; 33; -28; 16; -6; 1}
11a_306,{0; 8; 1; -5; 13; -21; 25; -21; 13; -5; 1}
11a_307,{0; 6; 2; -9; 19; -23; 19; -9; 2}
11a_308,{0; 8; 1; -5; 9; -13; 15; -13; 9; -5; 1}
11a_309,{0; 6; 2; -11; 21; -25; 21; -11; 2}
11a_310,{0; 6; 2; -9; 13; -13; 13; -9; 2}
11a_311,{0; 4; 4; -20; 31; -20; 4}
11a_312,{0; 6; 3; -13; 27; -33; 27; -13; 3}
11a_313,{0; 4; 5; -19; 29; -19; 5}
11a_314,{0; 8; 1; -7; 21; -36; 41; -36; 21; -7; 1}
11a_315,{0; 8; 1; -6; 18; -33; 41; -33; 18; -6; 1}
11a_316,{0; 8; 1; -5; 14; -25; 31; -25; 14; -5; 1}
11a_317,{0; 6; 3; -14; 28; -35; 28; -14; 3}
11a_318,{0; 6; 5; -16; 29; -35; 29; -16; 5}
11a_319,{0; 6; 5; -15; 25; -29; 25; -15; 5}
11a_320,{0; 4; 9; -27; 37; -27; 9}
11a_321,{0; 6; 3; -15; 27; -31; 27; -15; 3}
11a_322,{0; 6; 2; -13; 36; -49; 36; -13; 2}
11a_323,{0; 6; 2; -9; 19; -23; 19; -9; 2}
11a_324,{0; 4; 5; -25; 39; -25; 5}
11a_325,{0; 4; 6; -24; 35; -24; 6}
11a_326,{0; 8; 1; -6; 19; -36; 45; -36; 19; -6; 1}
11a_327,{0; 6; 3; -17; 44; -59; 44; -17; 3}
11a_328,{0; 6; 3; -16; 34; -43; 34; -16; 3}
11a_329,{0; 4; 11; -36; 51; -36; 11}
11a_330,{0; 8; 1; -5; 12; -17; 19; -17; 12; -5; 1}
11a_331,{0; 6; 2; -11; 27; -35; 27; -11; 2}
11a_332,{0; 8; 1; -7; 22; -40; 49; -40; 22; -7; 1}
11a_333,{0; 4; 4; -16; 25; -16; 4}
11a_334,{0; 8; 2; -4; 6; -8; 9; -8; 6; -4; 2}
11a_335,{0; 6; 4; -10; 15; -17; 15; -10; 4}
11a_336,{0; 6; 4; -9; 11; -11; 11; -9; 4}
11a_337,{0; 4; 8; -22; 29; -22; 8}
11a_338,{0; 8; 2; -5; 9; -12; 13; -12; 9; -5; 2}
11a_339,{0; 6; 3; -7; 11; -13; 11; -7; 3}
11a_340,{0; 6; 4; -11; 18; -21; 18; -11; 4}
11a_341,{0; 4; 6; -15; 19; -15; 6}
11a_342,{0; 4; 4; -7; 7; -7; 4}
11a_343,{0; 2; 8; -15; 8}
11a_344,{0; 6; 3; -15; 29; -35; 29; -15; 3}
11a_345,{0; 4; 5; -23; 35; -23; 5}
11a_346,{0; 8; 1; -5; 12; -18; 21; -18; 12; -5; 1}
11a_347,{0; 6; 2; -11; 26; -33; 26; -11; 2}
11a_348,{0; 8; 1; -7; 19; -29; 33; -29; 19; -7; 1}
11a_349,{0; 6; 2; -14; 37; -49; 37; -14; 2}
11a_350,{0; 8; 1; -7; 21; -39; 49; -39; 21; -7; 1}
11a_351,{0; 8; 1; -7; 20; -34; 41; -34; 20; -7; 1}
11a_352,{0; 6; 2; -13; 32; -41; 32; -13; 2}
11a_353,{0; 6; 5; -15; 26; -31; 26; -15; 5}
11a_354,{0; 4; 9; -26; 35; -26; 9}
11a_355,{0; 8; 2; -4; 6; -7; 7; -7; 6; -4; 2}
11a_356,{0; 6; 4; -10; 16; -19; 16; -10; 4}
11a_357,{0; 6; 4; -11; 19; -23; 19; -11; 4}
11a_358,{0; 6; 3; -5; 5; -5; 5; -5; 3}
11a_359,{0; 4; 6; -13; 15; -13; 6}
11a_360,{0; 4; 6; -14; 17; -14; 6}
11a_361,{0; 4; 7; -17; 21; -17; 7}
11a_362,{0; 2; 10; -19; 10}
11a_363,{0; 2; 9; -17; 9}
11a_364,{0; 8; 2; -3; 3; -3; 3; -3; 3; -3; 2}
11a_365,{0; 6; 4; -8; 9; -9; 9; -8; 4}
11a_366,{0; 4; 8; -20; 25; -20; 8}
11a_367,{0; 10; 1; -1; 1; -1; 1; -1; 1; -1; 1; -1; 1}
11n_1,{0; 4; 1; -7; 11; -7; 1}
11n_2,{0; 6; 2; -8; 12; -13; 12; -8; 2}
11n_3,{0; 4; 3; -11; 15; -11; 3}
11n_4,{0; 6; 1; -5; 11; -15; 11; -5; 1}
11n_5,{0; 6; 1; -7; 17; -21; 17; -7; 1}
11n_6,{0; 6; 1; -3; 3; -3; 3; -3; 1}
11n_7,{0; 6; 1; -6; 16; -21; 16; -6; 1}
11n_8,{0; 6; 1; -6; 12; -15; 12; -6; 1}
11n_9,{0; 8; 1; -3; 1; 4; -7; 4; 1; -3; 1}
11n_10,{0; 6; 1; -7; 15; -19; 15; -7; 1}
11n_11,{0; 6; 1; -5; 13; -17; 13; -5; 1}
11n_12,{0; 4; 1; -3; 5; -3; 1}
11n_13,{0; 8; 1; -3; 2; -1; 1; -1; 2; -3; 1}
11n_14,{0; 6; 1; -6; 10; -11; 10; -6; 1}
11n_15,{0; 6; 1; -4; 8; -9; 8; -4; 1}
11n_16,{0; 6; 2; -7; 7; -5; 7; -7; 2}
11n_17,{0; 4; 2; -12; 19; -12; 2}
11n_18,{0; 4; 2; -8; 13; -8; 2}
11n_19,{0; 6; 1; -2; 0; 1; 0; -2; 1}
11n_20,{0; 4; 2; -6; 7; -6; 2}
11n_21,{0; 6; 1; -5; 11; -15; 11; -5; 1}
11n_22,{0; 6; 1; -5; 13; -17; 13; -5; 1}
11n_23,{0; 8; 1; -3; 5; -4; 3; -4; 5; -3; 1}
11n_24,{0; 6; 1; -3; 5; -5; 5; -3; 1}
11n_25,{0; 6; 1; -5; 11; -13; 11; -5; 1}
11n_26,{0; 6; 1; -5; 9; -11; 9; -5; 1}
11n_27,{0; 8; 1; -3; 3; -2; 1; -2; 3; -3; 1}
11n_28,{0; 4; 1; -5; 9; -5; 1}
11n_29,{0; 4; 3; -13; 19; -13; 3}
11n_30,{0; 6; 2; -6; 6; -5; 6; -6; 2}
11n_31,{0; 6; 1; -2; -2; 5; -2; -2; 1}
11n_32,{0; 6; 1; -6; 16; -23; 16; -6; 1}
11n_33,{0; 6; 1; -6; 12; -13; 12; -6; 1}
11n_34,{0; 0; 1}
11n_35,{0; 6; 2; -10; 20; -25; 20; -10; 2}
11n_36,{0; 8; 1; -4; 8; -13; 15; -13; 8; -4; 1}
11n_37,{0; 6; 1; -3; 5; -7; 5; -3; 1}
11n_38,{0; 4; 1; -1; -1; -1; 1}
11n_39,{0; 4; 2; -6; 9; -6; 2}
11n_40,{0; 6; 2; -8; 18; -23; 18; -8; 2}
11n_41,{0; 8; 1; -4; 8; -9; 9; -9; 8; -4; 1}
11n_42,{0; 0; 1}
11n_43,{0; 6; 2; -10; 20; -25; 20; -10; 2}
11n_44,{0; 8; 1; -4; 8; -13; 15; -13; 8; -4; 1}
11n_45,{0; 4; 2; -6; 9; -6; 2}
11n_46,{0; 6; 2; -8; 18; -23; 18; -8; 2}
11n_47,{0; 8; 1; -4; 8; -9; 9; -9; 8; -4; 1}
11n_48,{0; 6; 1; -3; 6; -9; 6; -3; 1}
11n_49,{0; 4; 1; 0; -3; 0; 1}
11n_50,{0; 4; 2; -6; 9; -6; 2}
11n_51,{0; 6; 1; -4; 6; -7; 6; -4; 1}
11n_52,{0; 6; 1; -6; 14; -17; 14; -6; 1}
11n_53,{0; 6; 1; -4; 8; -11; 8; -4; 1}
11n_54,{0; 6; 1; -4; 10; -13; 10; -4; 1}
11n_55,{0; 6; 1; -6; 14; -19; 14; -6; 1}
11n_56,{0; 6; 1; -4; 8; -9; 8; -4; 1}
11n_57,{0; 8; 1; -3; 2; 1; -3; 1; 2; -3; 1}
11n_58,{0; 6; 1; -4; 8; -9; 8; -4; 1}
11n_59,{0; 6; 1; -6; 12; -15; 12; -6; 1}
11n_60,{0; 8; 1; -3; 4; -5; 5; -5; 4; -3; 1}
11n_61,{0; 8; 1; -3; 4; -1; -1; -1; 4; -3; 1}
11n_62,{0; 4; 2; -8; 13; -8; 2}
11n_63,{0; 4; 2; -10; 15; -10; 2}
11n_64,{0; 6; 2; -5; 3; -1; 3; -5; 2}
11n_65,{0; 4; 3; -8; 11; -8; 3}
11n_66,{0; 6; 1; -7; 18; -23; 18; -7; 1}
11n_67,{0; 2; 2; -5; 2}
11n_68,{0; 4; 4; -16; 23; -16; 4}
11n_69,{0; 6; 2; -7; 9; -9; 9; -7; 2}
11n_70,{0; 6; 1; -2; 2; -3; 2; -2; 1}
11n_71,{0; 6; 2; -7; 14; -17; 14; -7; 2}
11n_72,{0; 6; 2; -9; 18; -23; 18; -9; 2}
11n_73,{0; 4; 1; -2; 3; -2; 1}
11n_74,{0; 4; 1; -2; 3; -2; 1}
11n_75,{0; 6; 2; -7; 14; -17; 14; -7; 2}
11n_76,{0; 8; 1; -3; 6; -8; 9; -8; 6; -3; 1}
11n_77,{0; 8; 1; -1; -2; 8; -11; 8; -2; -1; 1}
11n_78,{0; 8; 1; -3; 6; -8; 9; -8; 6; -3; 1}
11n_79,{0; 4; 2; -4; 3; -4; 2}
11n_80,{0; 6; 1; -1; -5; 9; -5; -1; 1}
11n_81,{0; 8; 1; -3; 4; -4; 3; -4; 4; -3; 1}
11n_82,{0; 6; 1; -3; 4; -3; 4; -3; 1}
11n_83,{0; 4; 3; -12; 19; -12; 3}
11n_84,{0; 4; 2; -9; 13; -9; 2}
11n_85,{0; 6; 1; -5; 10; -13; 10; -5; 1}
11n_86,{0; 6; 1; -4; 7; -9; 7; -4; 1}
11n_87,{0; 6; 1; -5; 12; -15; 12; -5; 1}
11n_88,{0; 8; 1; -3; 2; 0; -1; 0; 2; -3; 1}
11n_89,{0; 6; 1; -7; 14; -17; 14; -7; 1}
11n_90,{0; 6; 2; -7; 8; -7; 8; -7; 2}
11n_91,{0; 4; 1; -8; 13; -8; 1}
11n_92,{0; 6; 1; -3; 3; -1; 3; -3; 1}
11n_93,{0; 6; 3; -7; 9; -9; 9; -7; 3}
11n_94,{0; 6; 1; -6; 13; -17; 13; -6; 1}
11n_95,{0; 6; 1; -5; 7; -7; 7; -5; 1}
11n_96,{0; 6; 1; -2; 1; 1; 1; -2; 1}
11n_97,{0; 2; 2; -5; 2}
11n_98,{0; 6; 1; -7; 16; -21; 16; -7; 1}
11n_99,{0; 4; 3; -10; 13; -10; 3}
11n_100,{0; 4; 2; -11; 19; -11; 2}
11n_101,{0; 4; 2; -10; 15; -10; 2}
11n_102,{0; 4; 1; -1; -1; -1; 1}
11n_103,{0; 6; 1; -7; 15; -19; 15; -7; 1}
11n_104,{0; 8; 1; -3; 2; 2; -5; 2; 2; -3; 1}
11n_105,{0; 6; 1; -7; 16; -21; 16; -7; 1}
11n_106,{0; 6; 1; -3; 6; -7; 6; -3; 1}
11n_107,{0; 8; 1; -3; 4; -2; 1; -2; 4; -3; 1}
11n_108,{0; 6; 1; -8; 17; -21; 17; -8; 1}
11n_109,{0; 6; 1; -7; 13; -15; 13; -7; 1}
11n_110,{0; 6; 1; -4; 9; -13; 9; -4; 1}
11n_111,{0; 6; 1; -1; -3; 5; -3; -1; 1}
11n_112,{0; 6; 1; -5; 13; -17; 13; -5; 1}
11n_113,{0; 4; 1; -9; 15; -9; 1}
11n_114,{0; 4; 3; -13; 21; -13; 3}
11n_115,{0; 6; 1; -6; 18; -27; 18; -6; 1}
11n_116,{0; 4; 1; 0; -3; 0; 1}
11n_117,{0; 4; 3; -9; 11; -9; 3}
11n_118,{0; 6; 1; -4; 4; -3; 4; -4; 1}
11n_119,{0; 6; 1; -6; 16; -23; 16; -6; 1}
11n_120,{0; 8; 1; -4; 7; -8; 7; -8; 7; -4; 1}
11n_121,{0; 6; 1; -6; 10; -11; 10; -6; 1}
11n_122,{0; 4; 2; -7; 9; -7; 2}
11n_123,{0; 4; 3; -14; 23; -14; 3}
11n_124,{0; 6; 1; -6; 14; -17; 14; -6; 1}
11n_125,{0; 6; 1; -6; 15; -19; 15; -6; 1}
11n_126,{0; 6; 3; -6; 4; -1; 4; -6; 3}
11n_127,{0; 6; 1; -5; 13; -17; 13; -5; 1}
11n_128,{0; 6; 1; -5; 10; -11; 10; -5; 1}
11n_129,{0; 6; 1; -4; 10; -13; 10; -4; 1}
11n_130,{0; 6; 1; -5; 12; -17; 12; -5; 1}
11n_131,{0; 6; 1; -6; 16; -21; 16; -6; 1}
11n_132,{0; 4; 2; -6; 9; -6; 2}
11n_133,{0; 8; 1; -4; 6; -2; -1; -2; 6; -4; 1}
11n_134,{0; 4; 3; -12; 17; -12; 3}
11n_135,{0; 6; 1; -2; 0; 1; 0; -2; 1}
11n_136,{0; 6; 3; -8; 13; -15; 13; -8; 3}
11n_137,{0; 6; 1; -7; 13; -15; 13; -7; 1}
11n_138,{0; 4; 2; -4; 3; -4; 2}
11n_139,{0; 2; 2; -5; 2}
11n_140,{0; 4; 2; -13; 21; -13; 2}
11n_141,{0; 2; 5; -11; 5}
11n_142,{0; 4; 1; -8; 15; -8; 1}
11n_143,{0; 6; 1; -2; 1; -1; 1; -2; 1}
11n_144,{0; 6; 1; -7; 15; -19; 15; -7; 1}
11n_145,{0; 6; 1; -1; -3; 7; -3; -1; 1}
11n_146,{0; 6; 1; -5; 15; -21; 15; -5; 1}
11n_147,{0; 8; 1; -4; 7; -5; 3; -5; 7; -4; 1}
11n_148,{0; 8; 1; -5; 10; -14; 15; -14; 10; -5; 1}
11n_149,{0; 8; 1; -4; 6; -4; 3; -4; 6; -4; 1}
11n_150,{0; 6; 2; -9; 17; -19; 17; -9; 2}
11n_151,{0; 4; 2; -6; 7; -6; 2}
11n_152,{0; 4; 2; -6; 7; -6; 2}
11n_153,{0; 8; 1; -4; 7; -10; 13; -10; 7; -4; 1}
11n_154,{0; 6; 1; -7; 19; -25; 19; -7; 1}
11n_155,{0; 6; 2; -8; 11; -9; 11; -8; 2}
11n_156,{0; 6; 1; -7; 18; -25; 18; -7; 1}
11n_157,{0; 6; 1; -6; 15; -21; 15; -6; 1}
11n_158,{0; 8; 1; -4; 7; -7; 7; -7; 7; -4; 1}
11n_159,{0; 6; 1; -6; 17; -23; 17; -6; 1}
11n_160,{0; 6; 1; -6; 16; -21; 16; -6; 1}
11n_161,{0; 6; 2; -8; 14; -15; 14; -8; 2}
11n_162,{0; 4; 3; -14; 21; -14; 3}
11n_163,{0; 6; 1; -8; 22; -29; 22; -8; 1}
11n_164,{0; 6; 1; -5; 10; -13; 10; -5; 1}
11n_165,{0; 6; 1; -7; 20; -29; 20; -7; 1}
11n_166,{0; 8; 1; -4; 8; -11; 11; -11; 8; -4; 1}
11n_167,{0; 6; 1; -5; 15; -21; 15; -5; 1}
11n_168,{0; 6; 1; -6; 18; -25; 18; -6; 1}
11n_169,{0; 6; 3; -6; 6; -5; 6; -6; 3}
11n_170,{0; 4; 3; -16; 25; -16; 3}
11n_171,{0; 4; 6; -16; 21; -16; 6}
11n_172,{0; 6; 1; -5; 11; -15; 11; -5; 1}
11n_173,{0; 8; 1; -4; 8; -7; 5; -7; 8; -4; 1}
11n_174,{0; 6; 2; -11; 22; -27; 22; -11; 2}
11n_175,{0; 6; 2; -9; 14; -15; 14; -9; 2}
11n_176,{0; 6; 1; -6; 15; -19; 15; -6; 1}
11n_177,{0; 8; 1; -5; 11; -16; 17; -16; 11; -5; 1}
11n_178,{0; 6; 2; -9; 22; -29; 22; -9; 2}
11n_179,{0; 6; 1; -7; 18; -25; 18; -7; 1}
11n_180,{0; 6; 3; -7; 11; -13; 11; -7; 3}
11n_181,{0; 4; 5; -11; 13; -11; 5}
11n_182,{0; 8; 1; -5; 11; -18; 23; -18; 11; -5; 1}
11n_183,{0; 6; 1; 1; -6; 9; -6; 1; 1}
11n_184,{0; 6; 2; -9; 20; -25; 20; -9; 2}
11n_185,{0; 6; 2; -11; 24; -31; 24; -11; 2}
12a_1,{0; 8; 1; -7; 23; -46; 59; -46; 23; -7; 1}
12a_2,{0; 8; 1; -7; 21; -36; 41; -36; 21; -7; 1}
12a_3,{0; 6; 2; -14; 40; -57; 40; -14; 2}
12a_4,{0; 8; 1; -7; 23; -48; 63; -48; 23; -7; 1}
12a_5,{0; 6; 3; -19; 47; -61; 47; -19; 3}
12a_6,{0; 8; 1; -7; 23; -44; 53; -44; 23; -7; 1}
12a_7,{0; 8; 1; -8; 28; -55; 67; -55; 28; -8; 1}
12a_8,{0; 8; 1; -7; 21; -38; 47; -38; 21; -7; 1}
12a_9,{0; 6; 2; -12; 28; -35; 28; -12; 2}
12a_10,{0; 6; 3; -19; 49; -65; 49; -19; 3}
12a_11,{0; 8; 1; -7; 21; -34; 39; -34; 21; -7; 1}
12a_12,{0; 6; 2; -14; 40; -55; 40; -14; 2}
12a_13,{0; 8; 1; -8; 28; -55; 69; -55; 28; -8; 1}
12a_14,{0; 8; 1; -8; 28; -55; 67; -55; 28; -8; 1}
12a_15,{0; 8; 1; -8; 28; -55; 69; -55; 28; -8; 1}
12a_16,{0; 8; 1; -7; 22; -43; 55; -43; 22; -7; 1}
12a_17,{0; 8; 1; -7; 24; -49; 61; -49; 24; -7; 1}
12a_18,{0; 8; 1; -7; 20; -31; 33; -31; 20; -7; 1}
12a_19,{0; 8; 1; -7; 22; -41; 49; -41; 22; -7; 1}
12a_20,{0; 8; 1; -7; 22; -41; 51; -41; 22; -7; 1}
12a_21,{0; 6; 4; -21; 45; -57; 45; -21; 4}
12a_22,{0; 6; 2; -13; 35; -49; 35; -13; 2}
12a_23,{0; 6; 2; -15; 45; -65; 45; -15; 2}
12a_24,{0; 8; 1; -7; 20; -33; 39; -33; 20; -7; 1}
12a_25,{0; 6; 2; -15; 44; -63; 44; -15; 2}
12a_26,{0; 8; 1; -7; 20; -29; 31; -29; 20; -7; 1}
12a_27,{0; 6; 2; -15; 45; -63; 45; -15; 2}
12a_28,{0; 6; 2; -15; 42; -57; 42; -15; 2}
12a_29,{0; 8; 1; -7; 24; -48; 59; -48; 24; -7; 1}
12a_30,{0; 8; 1; -7; 22; -40; 49; -40; 22; -7; 1}
12a_31,{0; 6; 2; -13; 33; -43; 33; -13; 2}
12a_32,{0; 6; 2; -13; 34; -45; 34; -13; 2}
12a_33,{0; 8; 1; -7; 22; -40; 49; -40; 22; -7; 1}
12a_34,{0; 8; 2; -9; 16; -20; 21; -20; 16; -9; 2}
12a_35,{0; 6; 4; -20; 40; -49; 40; -20; 4}
12a_36,{0; 8; 2; -10; 21; -30; 33; -30; 21; -10; 2}
12a_37,{0; 6; 3; -15; 30; -37; 30; -15; 3}
12a_38,{0; 4; 4; -18; 27; -18; 4}
12a_39,{0; 8; 1; -7; 21; -40; 49; -40; 21; -7; 1}
12a_40,{0; 8; 1; -7; 23; -46; 57; -46; 23; -7; 1}
12a_41,{0; 8; 2; -9; 23; -37; 43; -37; 23; -9; 2}
12a_42,{0; 6; 3; -13; 30; -39; 30; -13; 3}
12a_43,{0; 6; 6; -23; 45; -55; 45; -23; 6}
12a_44,{0; 6; 4; -22; 50; -65; 50; -22; 4}
12a_45,{0; 8; 1; -8; 22; -37; 43; -37; 22; -8; 1}
12a_46,{0; 6; 2; -15; 38; -51; 38; -15; 2}
12a_47,{0; 6; 3; -19; 45; -59; 45; -19; 3}
12a_48,{0; 8; 1; -8; 28; -57; 73; -57; 28; -8; 1}
12a_49,{0; 6; 5; -23; 53; -69; 53; -23; 5}
12a_50,{0; 8; 1; -8; 20; -30; 33; -30; 20; -8; 1}
12a_51,{0; 6; 2; -17; 45; -61; 45; -17; 2}
12a_52,{0; 8; 3; -9; 15; -18; 19; -18; 15; -9; 3}
12a_53,{0; 6; 6; -21; 38; -45; 38; -21; 6}
12a_54,{0; 6; 3; -17; 39; -51; 39; -17; 3}
12a_55,{0; 6; 5; -18; 34; -41; 34; -18; 5}
