10,
1,
7,
1,2,1,2,1,2,2,1,1,2,3,1,2,3,1,2,2,3,3,1,2,1,
0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8.0,-1.0,-1.0,-0.0,0.0,-1.0,1.0,-1.0,-3.0,-1.0,-1.0,-1.0,
/
0,0,-1,1,0,0,1,-1,-1,0,1,0,
0,0,0,-1,-1,0,0,1,1,0,0,1,
0,1,-1,0,0,-1,1,0,0,0,0,0,
0,0,0,0,-1,0,0,1,0,0,0,0,
0,0,0,-1,0,0,0,0,0,0,0,1,
0,0,0,0,-1,0,0,1,1,0,0,0,
0,0,1,0,0,1,-1,0,0,0,0,0,
0,1,0,0,1,-1,0,0,0,0,0,0,
0,0,1,-1,0,0,0,0,0,0,0,0,
0,0,1,-1,0,0,-1,1,1,0,0,0,
0,0,-1,0,-1,0,1,0,0,0,0,1,
0,0,0,0,0,0,-1,1,1,0,0,0,
0,0,0,0,0,0,-1,1,0,0,0,0,
0,0,-1,1,0,0,1,-1,-1,1,0,0,
/
-1,0,0,0,0,0,0,0,0,0,0,0,
-1,0,1,-1,0,0,-1,1,1,-1,0,0,
-1,0,1,-1,0,0,-1,1,1,0,-1,0,
-1,0,1,0,1,0,-1,0,0,0,0,-1,
-1,0,1,0,1,0,-1,0,0,0,0,-1,
-1,-1,1,0,0,1,-1,0,0,0,0,0,
-1,-1,1,0,0,1,-1,0,0,0,0,0,
-1,-1,1,0,0,1,-1,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,-1,0,0,-1,1,1,0,0,0,
0,0,0,0,0,0,0,0,0,1,0,0,
0,0,0,0,0,0,0,0,0,0,1,0,
0,0,0,-1,-1,0,0,1,1,0,0,1,
0,0,0,0,0,0,0,0,0,0,0,1,
0,1,0,0,1,-1,0,0,0,0,0,0,
0,1,0,0,1,-1,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,1,-1,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,
0,0,1,-1,0,0,-1,1,1,0,0,0,
0,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,0,-1,0,0,1,1,0,0,0,
0,0,0,0,-1,0,0,1,1,0,0,0,
-1,0,0,0,-1,0,0,0,0,0,0,0,
-1,0,0,0,0,-1,0,0,0,0,0,0,
-1,0,0,0,0,-1,0,0,0,0,0,0,
-1,0,0,0,0,0,-1,0,0,0,0,0,
0,0,0,0,0,0,-1,1,1,0,0,0,
0,0,0,1,0,0,0,0,0,0,0,0,
-1,0,0,0,0,0,0,-1,0,0,0,0,
-1,0,0,0,0,0,0,-1,0,0,0,0,
-1,0,0,0,0,0,0,-1,0,0,0,0,
-1,0,0,0,0,0,0,-1,0,0,0,0,
-1,0,0,0,0,0,0,-1,0,0,0,0,
-1,0,0,0,0,0,0,-1,0,0,0,0,
0,0,0,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,0,0,1,0,0,0,
-1,0,0,0,0,0,0,-1,0,0,0,0,
-1,0,0,0,0,0,0,-1,0,0,0,0,
